"","x"
"2140",304254
"2141",124957
"2142",326557
"2143",121355
"2144",104973
"2145",160817
"2146",299697
"2147",286085
"2148",323736
"2149",153902
"2150",285310
"2151",121552
"2152",148949
"2153",105764
"2154",110841
"2155",317377
"2156",8361
"2157",145640
"2158",310096
"2159",169470
"2160",145090
"2161",169997
"2162",157123
"2163",146012
"2164",292456
"2165",306961
"2166",304623
"2167",164432
"2168",325711
"2169",164594
"2170",138802
"2171",327477
"2172",129898
"2173",317615
"2174",129625
"2175",328009
"2176",304605
"2177",325785
"2178",124324
"2179",327771
"2180",170022
"2181",140262
"2182",149709
"2183",314520
"2184",14169
"2185",106487
"2186",158108
"2187",307680
"2188",114641
"2189",12963
"2190",159792
"2191",322478
"2192",231
"2193",285973
"2194",314466
"2195",116553
"2196",311744
"2197",167236
"2198",594
"2199",284852
"2200",175084
"2201",143440
"2202",157841
"2203",148099
"2204",164828
"2205",111694
"2206",146616
"2207",109662
"2208",111647
"2209",164201
"2210",288215
"2211",149976
"2212",297679
"2213",106162
"2214",160297
"2215",108681
"2216",160969
"2217",300152
"2218",328190
"2219",149017
"2220",316814
"2221",297866
"2222",323180
"2223",166418
"2224",325909
"2225",29449
"2226",328047
"2227",158819
"2228",124636
"2229",120632
"2230",167711
"2231",325203
"2232",159403
"2233",323567
"2234",323410
"2235",29931
"2236",326808
"2237",286635
"2238",324307
"2239",328122
"2240",174844
"2241",148834
"2242",162313
"2243",159458
"2244",108262
"2245",316821
"2246",325087
"2247",307525
"2248",117935
"2249",110961
"2250",284310
"2251",323541
"2252",325038
"2253",322603
"2254",158890
"2255",305815
"2256",107834
"2257",311284
"2258",117273
"2259",149685
"2260",169274
"2261",175433
"2262",307830
"2263",297591
"2264",169572
"2265",285419
"2266",325723
"2267",117517
"2268",131070
"2269",169878
"2270",172653
"2271",137481
"2272",110601
"2273",115143
"2274",110420
"2275",117962
"2276",105581
"2277",323909
"2278",160129
"2279",107322
"2280",299360
"2281",146383
"2282",307752
"2283",129614
"2284",107303
"2285",149596
"2286",117590
"2287",107528
"2288",283087
"2289",136426
"2290",323962
"2291",116889
"2292",281879
"2293",287512
"2294",327611
"2295",323035
"2296",19616
"2297",300330
"2298",319226
"2299",328472
"2300",314170
"2301",318570
"2302",289242
"2303",328224
"2304",173138
"2305",160214
"2306",31256
"2307",154700
"2308",324239
"2309",153635
"2310",326354
"2311",313759
"2312",284070
"2313",285243
"2314",284780
"2315",327627
"2316",168594
"2317",154493
"2318",282070
"2319",319077
"2320",319174
"2321",44402
"2322",170847
"2323",160635
"2324",283049
"2325",283781
"2326",170688
"2327",306559
"2328",155344
"2329",290100
"2330",311056
"2331",316872
"2332",327151
"2333",108325
"2334",327915
"2335",310572
"2336",168436
"2337",268796
"2338",321256
"2339",112260
"2340",167413
"2341",290977
"2342",144434
"2343",110147
"2344",327243
"2345",105075
"2346",306048
"2347",114408
"2348",327533
"2349",173454
"2350",164189
"2351",161007
"2352",285127
"2353",323497
"2354",106599
"2355",172591
"2356",325099
"2357",105690
"2358",153943
"2359",153194
"2360",140599
"2361",105846
"2362",113246
"2363",152667
"2364",284325
"2365",328086
"2366",120900
"2367",175477
"2368",152450
"2369",41791
"2370",174052
"2371",314476
"2372",105394
"2373",281955
"2374",141125
"2375",291310
"2376",311536
"2377",148242
"2378",146110
"2379",284066
"2380",106733
"2381",221519
"2382",106967
"2383",322366
"2384",157504
"2385",148208
"2386",107392
"2387",314581
"2388",147363
"2389",327015
"2390",277036
"2391",175372
"2392",149018
"2393",299727
"2394",306311
"2395",319004
"2396",170348
"2397",316858
"2398",168610
"2399",318637
"2400",307197
"2401",282635
"2402",160408
"2403",321827
"2404",133706
"2405",284346
"2406",175257
"2407",158166
"2408",110102
"2409",283715
"2410",146597
"2411",309528
"2412",326684
"2413",112753
"2414",298001
"2415",164817
"2416",314882
"2417",107769
"2418",166593
"2419",159499
"2420",310448
"2421",160667
"2422",148417
"2423",323651
"2424",327269
"2425",164109
"2426",128990
"2427",313049
"2428",281678
"2429",149049
"2430",297680
"2431",170784
"2432",292278
"2433",171608
"2434",314879
"2435",121794
"2436",29102
"2437",172858
"2438",288256
"2439",306951
"2440",322911
"2441",123807
"2442",301023
"2443",165906
"2444",106266
"2445",284505
"2446",307376
"2447",108879
"2448",290008
"2449",289538
"2450",318127
"2451",173027
"2452",148456
"2453",107269
"2454",161579
"2455",310710
"2456",327520
"2457",167620
"2458",139009
"2459",286007
"2460",158055
"2461",310379
"2462",121220
"2463",135317
"2464",311751
"2465",321267
"2466",160941
"2467",301340
"2468",311549
"2469",166580
"2470",323370
"2471",285179
"2472",157131
"2473",136045
"2474",305030
"2475",283014
"2476",127401
"2477",210519
"2478",115340
"2479",162882
"2480",326990
"2481",283221
"2482",153905
"2483",310437
"2484",172242
"2485",307771
"2486",315496
"2487",140074
"2488",161344
"2489",289905
"2490",318409
"2491",295416
"2492",144926
"2493",151225
"2494",172002
"2495",312340
"2496",284766
"2497",314372
"2498",325802
"2499",307116
"2500",285681
"2501",155649
"2502",315251
"2503",281456
"2504",105515
"2505",145919
"2506",300994
"2507",172036
"2508",315694
"2509",166586
"2510",111038
"2511",317559
"2512",105361
"2513",290029
"2514",164173
"2515",305565
"2516",133449
"2517",307706
"2518",280028
"2519",126508
"2520",118823
"2521",105390
"2522",327320
"2523",156485
"2524",171336
"2525",309550
"2526",286078
"2527",292115
"2528",298880
"2529",153235
"2530",312989
"2531",285484
"2532",177513
"2533",168830
"2534",119813
"2535",114025
"2536",121356
"2537",173447
"2538",175085
"2539",139067
"2540",111883
"2541",109901
"2542",104583
"2543",126529
"2544",315329
"2545",152864
"2546",306678
"2547",313552
"2548",113463
"2549",139241
"2550",294355
"2551",312264
"2552",327688
"2553",168496
"2554",327346
"2555",319050
"2556",161950
"2557",137463
"2558",285938
"2559",165976
"2560",149122
"2561",143601
"2562",323621
"2563",105052
"2564",155064
"2565",157559
"2566",145194
"2567",317745
"2568",317399
"2569",121767
"2570",135958
"2571",289579
"2572",298944
"2573",310415
"2574",158609
"2575",289512
"2576",125245
"2577",289797
"2578",167233
"2579",116600
"2580",110985
"2581",309573
"2582",111016
"2583",325625
"2584",134510
"2585",323762
"2586",312619
"2587",109890
"2588",115093
"2589",174841
"2590",173811
"2591",326280
"2592",285895
"2593",138538
"2594",310848
"2595",326911
"2596",107687
"2597",153377
"2598",296624
"2599",317386
"2600",160018
"2601",119193
"2602",110929
"2603",277170
"2604",323632
"2605",146021
"2606",131034
"2607",282228
"2608",322644
"2609",294899
"2610",110744
"2611",288394
"2612",114310
"2613",164500
"2614",107931
"2615",154113
"2616",285006
"2617",139895
"2618",118471
"2619",120139
"2620",285164
"2621",146966
"2622",167254
"2623",325945
"2624",164314
"2625",167819
"2626",17073
"2627",166717
"2628",131678
"2629",221518
"2630",309413
"2631",324416
"2632",310737
"2633",226651
"2634",323016
"2635",323226
"2636",323257
"2637",310790
"2638",174115
"2639",123821
"2640",294314
"2641",327874
"2642",288296
"2643",325300
"2644",113908
"2645",164593
"2646",291362
"2647",298682
"2648",285149
"2649",322858
"2650",305353
"2651",306239
"2652",171663
"2653",127896
"2654",323895
"2655",304848
"2656",139764
"2657",109380
"2658",296780
"2659",115009
"2660",317952
"2661",168615
"2662",163023
"2663",326369
"2664",121995
"2665",116240
"2666",129346
"2667",30833
"2668",327764
"2669",124697
"2670",324489
"2671",311191
"2672",106063
"2673",109232
"2674",312306
"2675",126896
"2676",327836
"2677",268801
"2678",327502
"2679",319171
"2680",147589
"2681",165237
"2682",286235
"2683",325539
"2684",164537
"2685",316072
"2686",285836
"2687",105381
"2688",173293
"2689",326060
"2690",290555
"2691",282852
"2692",324381
"2693",306663
"2694",108027
"2695",139806
"2696",313416
"2697",123961
"2698",291946
"2699",328045
"2700",291830
"2701",152841
"2702",321870
"2703",326862
"2704",154876
"2705",317580
"2706",318126
"2707",172252
"2708",138653
"2709",323374
"2710",109080
"2711",104555
"2712",108273
"2713",126668
"2714",289276
"2715",169553
"2716",159148
"2717",161169
"2718",290367
"2719",316414
"2720",162428
"2721",129683
"2722",169613
"2723",125500
"2724",163986
"2725",117040
"2726",294016
"2727",286219
"2728",169248
"2729",111298
"2730",110213
"2731",272029
"2732",133536
"2733",142739
"2734",151292
"2735",146951
"2736",168941
"2737",281037
"2738",169423
"2739",115948
"2740",297760
"2741",130397
"2742",142728
"2743",326884
"2744",165436
"2745",325154
"2746",109134
"2747",174993
"2748",108183
"2749",114510
"2750",300418
"2751",172473
"2752",325859
"2753",323459
"2754",327975
"2755",156078
"2756",285366
"2757",106720
"2758",139457
"2759",298558
"2760",325383
"2761",108245
"2762",327686
"2763",104623
"2764",304272
"2765",326879
"2766",169889
"2767",287755
"2768",284267
"2769",156345
"2770",310971
"2771",110905
"2772",124567
"2773",158071
"2774",319448
"2775",113042
"2776",171922
"2777",292803
"2778",121006
"2779",145457
"2780",309663
"2781",309796
"2782",115060
"2783",318691
"2784",306413
"2785",112829
"2786",146051
"2787",108146
"2788",188524
"2789",111370
"2790",159788
"2791",163081
"2792",147179
"2793",323093
"2794",324646
"2795",126992
"2796",163776
"2797",173212
"2798",314493
"2799",140795
"2800",291574
"2801",290095
"2802",291453
"2803",163454
"2804",165616
"2805",156973
"2806",326743
"2807",288663
"2808",142640
"2809",113169
"2810",126570
"2811",328102
"2812",321725
"2813",104754
"2814",136075
"2815",158566
"2816",304262
"2817",326675
"2818",173141
"2819",168417
"2820",327343
"2821",316956
"2822",107155
"2823",282125
"2824",146511
"2825",104926
"2826",289331
"2827",282953
"2828",147329
"2829",106006
"2830",108264
"2831",325537
"2832",159817
"2833",107813
"2834",107246
"2835",157660
"2836",310378
"2837",121188
"2838",312728
"2839",286653
"2840",298932
"2841",118588
"2842",282241
"2843",170372
"2844",127284
"2845",306144
"2846",288833
"2847",309961
"2848",311438
"2849",173764
"2850",159127
"2851",140994
"2852",124873
"2853",325310
"2854",289185
"2855",322879
"2856",167995
"2857",110760
"2858",128324
"2859",104559
"2860",161331
"2861",124801
"2862",160089
"2863",108654
"2864",166370
"2865",323293
"2866",166699
"2867",325281
"2868",107338
"2869",327560
"2870",290065
"2871",310648
"2872",149843
"2873",319225
"2874",149576
"2875",110163
"2876",304725
"2877",282178
"2878",316384
"2879",284686
"2880",157379
"2881",133720
"2882",161074
"2883",282064
"2884",310207
"2885",323792
"2886",304522
"2887",107465
"2888",317047
"2889",311981
"2890",156785
"2891",281333
"2892",299380
"2893",114085
"2894",168047
"2895",328474
"2896",317579
"2897",309856
"2898",110793
"2899",104931
"2900",308968
"2901",325248
"2902",157493
"2903",327421
"2904",132657
"2905",23224
"2906",105387
"2907",300220
"2908",174845
"2909",310404
"2910",222525
"2911",326262
"2912",125523
"2913",115798
"2914",315163
"2915",328201
"2916",113844
"2917",311479
"2918",268821
"2919",326660
"2920",307581
"2921",129365
"2922",171051
"2923",120109
"2924",194512
"2925",138938
"2926",312408
"2927",146362
"2928",171963
"2929",170627
"2930",319352
"2931",318315
"2932",146618
"2933",108012
"2934",318110
"2935",307299
"2936",288564
"2937",147861
"2938",34939
"2939",153649
"2940",322513
"2941",319220
"2942",173091
"2943",151744
"2944",316324
"2945",174697
"2946",125553
"2947",308569
"2948",328043
"2949",151988
"2950",27240
"2951",310129
"2952",165839
"2953",156177
"2954",328406
"2955",148083
"2956",289964
"2957",148357
"2958",306510
"2959",173022
"2960",323898
"2961",205512
"2962",105633
"2963",321609
"2964",299383
"2965",122692
"2966",7995
"2967",322495
"2968",175118
"2969",114052
"2970",160109
"2971",290340
"2972",324511
"2973",297155
"2974",305424
"2975",325246
"2976",145158
"2977",168736
"2978",156800
"2979",167242
"2980",285948
"2981",168219
"2982",154726
"2983",110799
"2984",110743
"2985",328372
"2986",305063
"2987",319679
"2988",310174
"2989",147676
"2990",288550
"2991",324974
"2992",290030
"2993",169114
"2994",173029
"2995",168324
"2996",307653
"2997",175277
"2998",108590
"2999",174386
"3000",309272
"3001",108581
"3002",158422
"3003",281654
"3004",42762
"3005",269874
"3006",154405
"3007",282409
"3008",171274
"3009",174358
"3010",160094
"3011",20804
"3012",3046
"3013",326625
"3014",142766
"3015",297300
"3016",165022
"3017",158784
"3018",327022
"3019",281739
"3020",107580
"3021",299975
"3022",160395
"3023",109036
"3024",171106
"3025",131618
"3026",311621
"3027",163370
"3028",284198
"3029",105596
"3030",124228
"3031",171139
"3032",161677
"3033",324885
"3034",305793
"3035",310098
"3036",297922
"3037",155132
"3038",161900
"3039",312441
"3040",327974
"3041",305552
"3042",315312
"3043",321630
"3044",327894
"3045",281201
"3046",143720
"3047",299826
"3048",107548
"3049",153731
"3050",316751
"3051",287599
"3052",145301
"3053",149931
"3054",288712
"3055",116517
"3056",322756
"3057",123095
"3058",287984
"3059",298784
"3060",282621
"3061",107719
"3062",173851
"3063",327883
"3064",310629
"3065",105774
"3066",125405
"3067",323861
"3068",298465
"3069",157424
"3070",167641
"3071",115479
"3072",282355
"3073",291481
"3074",305585
"3075",308397
"3076",289310
"3077",108931
"3078",138393
"3079",3989
"3080",142570
"3081",147943
"3082",121388
"3083",309490
"3084",148703
"3085",112187
"3086",132162
"3087",143562
"3088",147298
"3089",112158
"3090",150582
"3091",104513
"3092",159767
"3093",104601
"3094",113761
"3095",323032
"3096",138880
"3097",111765
"3098",106719
"3099",299248
"3100",313261
"3101",160907
"3102",115043
"3103",111115
"3104",114317
"3105",143617
"3106",297321
"3107",25586
"3108",160665
"3109",120663
"3110",127335
"3111",108669
"3112",173487
"3113",153316
"3114",326954
"3115",277101
"3116",298068
"3117",322068
"3118",286243
"3119",323718
"3120",114439
"3121",312723
"3122",152121
"3123",152904
"3124",310731
"3125",319062
"3126",164993
"3127",137839
"3128",157738
"3129",325788
"3130",226524
"3131",297582
"3132",313094
"3133",321097
"3134",154406
"3135",314768
"3136",305107
"3137",284842
"3138",109116
"3139",286067
"3140",107850
"3141",142834
"3142",305092
"3143",159070
"3144",120451
"3145",284840
"3146",118131
"3147",140800
"3148",150150
"3149",127902
"3150",323039
"3151",321224
"3152",112743
"3153",164333
"3154",110707
"3155",317372
"3156",265787
"3157",327054
"3158",306876
"3159",322789
"3160",313334
"3161",296851
"3162",306114
"3163",160754
"3164",317153
"3165",172980
"3166",139610
"3167",328161
"3168",304509
"3169",141323
"3170",306757
"3171",158988
"3172",17587
"3173",6220
"3174",318657
"3175",145167
"3176",124787
"3177",287921
"3178",287600
"3179",132189
"3180",171057
"3181",327448
"3182",294410
"3183",143075
"3184",148532
"3185",174909
"3186",154149
"3187",321991
"3188",283303
"3189",326208
"3190",150897
"3191",166575
"3192",111039
"3193",312292
"3194",304163
"3195",277042
"3196",165417
"3197",135522
"3198",112019
"3199",293908
"3200",285437
"3201",296848
"3202",317749
"3203",288742
"3204",325681
"3205",160882
"3206",311619
"3207",113666
"3208",144094
"3209",306483
"3210",118739
"3211",194515
"3212",151790
"3213",164863
"3214",327602
"3215",282439
"3216",118469
"3217",289489
"3218",306487
"3219",160368
"3220",317264
"3221",168299
"3222",153418
"3223",306576
"3224",151599
"3225",110746
"3226",164499
"3227",297499
"3228",324336
"3229",286381
"3230",147381
"3231",159699
"3232",294926
"3233",323814
"3234",115371
"3235",306548
"3236",300735
"3237",152719
"3238",157479
"3239",173563
"3240",309399
"3241",311161
"3242",137813
"3243",299052
"3244",305359
"3245",288331
"3246",311816
"3247",148885
"3248",158929
"3249",154558
"3250",121849
"3251",105555
"3252",283478
"3253",155446
"3254",29775
"3255",323746
"3256",104764
"3257",311094
"3258",300921
"3259",159705
"3260",105765
"3261",132780
"3262",140551
"3263",299607
"3264",285531
"3265",317938
"3266",2525
"3267",290734
"3268",166839
"3269",174765
"3270",327684
"3271",108754
"3272",315969
"3273",299805
"3274",110516
"3275",291744
"3276",317389
"3277",164431
"3278",294197
"3279",42941
"3280",281391
"3281",130482
"3282",315773
"3283",328417
"3284",129475
"3285",284560
"3286",174434
"3287",154804
"3288",307942
"3289",316277
"3290",107034
"3291",320777
"3292",168204
"3293",136028
"3294",286129
"3295",323642
"3296",107125
"3297",281323
"3298",311230
"3299",163598
"3300",316221
"3301",144235
"3302",317318
"3303",152662
"3304",143420
"3305",111221
